word,score
company,0.0031379578186334087
stock,0.002897502586857053
year,0.0028899842970319814
say,0.0027840162463851647
come,0.0024013002558488225
time,0.002395114053913679
share,0.0023318749545076503
cnbc,0.0023238560306309973
high,0.0022165986288645327
like,0.002196381810328679
market,0.0021655650278261515
ai,0.0020575189089916206
new,0.0020440316632127716
report,0.00202950041256048
early,0.0020172949141928336
investor,0.0019787144956190284
trade,0.0018206787806195584
expect,0.0018080083521736152
ceo,0.0017820983620457534
week,0.0017566890059694735
accord,0.0017160328763034984
provide,0.0017142100959211598
include,0.001698101411132735
month,0.0016561231351360033
investment,0.0016559462880741916
million,0.0016488929283274166
make,0.0016439960775119214
add,0.0016191201506983316
analyst,0.0015791795439697603
tell,0.0015719493371611733
policy,0.001545002945868315
follow,0.0015198816728085199
announce,0.00149060192552257
tech,0.0014885314610433016
long,0.0014857050747070749
billion,0.0014846610698336317
look,0.0014698844729351347
issue,0.0014698516777240267
create,0.0014678140084558664
large,0.00145817960861907
price,0.0014572140444891917
risk,0.0014553532222828433
sell,0.0014413606475061436
start,0.001434919157765623
offer,0.0014178168085824813
late,0.0014170280915144146
earning,0.0013993823715094118
chip,0.0013949785510370518
past,0.0013936511580933937
president,0.0013578971258558154
close,0.0013558594565876551
profit,0.0013530002750403202
plan,0.001344409880076967
intelligence,0.0013426555988790218
big,0.0013247645326278134
end,0.0013172462428027419
thursday,0.0013167128135400518
artificial,0.0013144198564665152
strong,0.00130973264792394
center,0.0013043304681105933
need,0.001303003075166935
day,0.0013001438936195999
wednesday,0.0012912982108508706
trump,0.0012868943903785103
nvidia,0.0012853953969859417
invest,0.001276883442766153
revenue,0.0012680377599974234
firm,0.0012638511855064302
cost,0.0012465315903419213
receive,0.0012436724087945864
order,0.0012423450158509284
good,0.0012320003396896302
help,0.0012320003396896302
think,0.0012268482010687586
support,0.0012260594840006918
build,0.0012151813785767033
datum,0.0012123549922404765
customer,0.0011936752089212015
street,0.00118615691909613
second,0.0011788886704635335
jump,0.0011763175719326834
demand,0.0011755288548646165
set,0.001173203102579972
business,0.0011692999161591936
quarter,0.0011599992448713384
tuesday,0.0011553120363287635
gain,0.001155056748523387
account,0.0011509082158564032
financial,0.0011491158928344483
use,0.0011480818295201765
google,0.0011472931124521099
far,0.0011327618617998183
sign,0.0011327618617998183
increase,0.0011317178569263753
hold,0.0011270762939162566
change,0.0011260322890428135
buy,0.0011203467211592516
decline,0.0011159429006868916
donald,0.001106308500850095
tax,0.001100911015983018
infrastructure,0.0010905663398217199
security,0.0010827646619264333
want,0.0010799054803790982
annual,0.001078861475505655
apple,0.0010731759076220934
rise,0.0010685167993443566
reach,0.0010589327399862867
grow,0.001055818270633575
sale,0.0010542408364974418
rate,0.0010490886978765698
decision,0.0010281159574837583
data,0.0010239674248167748
technology,0.0010231787077487082
term,0.0010166991761841782
nearly,0.0010164491349917031
supply,0.0010099748500400749
portfolio,0.001002961889212855
power,0.0010027066014074782
wall,0.0009977693516724283
lead,0.000989535538909953
information,0.0009825278246956349
future,0.0009812004317519766
point,0.0009809451439465996
result,0.0009788746794673316
likely,0.00097397022494339
hit,0.0009700670385226114
base,0.0009622653606273248
yield,0.0009622653606273248
meeting,0.0009490615029186915
service,0.0009470238336505316
potential,0.0009470238336505316
wait,0.0009457016873197748
growth,0.0009439093642978198
october,0.0009426200131781715
guidance,0.0009384334386871782
deal,0.0009351017233530999
generate,0.0009312032318785915
continue,0.0009247570471918014
trading,0.0009202870846305932
opportunity,0.0009143842707656647
subject,0.0009115250892183298
work,0.0009094089792066049
pay,0.0009065825928703784
story,0.0009057938758023114
low,0.0009006417371814399
microsoft,0.0008998530201133733
allow,0.0008998530201133733
capital,0.0008925900180936781
mark,0.0008887196268840082
save,0.0003047002942318167
natural,0.0003047002942318167
vary,0.0003047002942318167
transaction,0.0003047002942318167
type,0.0003047002942318167
life,0.0003047002942318167
away,0.00030391157716375003
chance,0.00030391157716375003
state,0.000301585824879105
agree,0.0003007971078110383
discuss,0.0003007971078110383
inside,0.0002979707214748117
heavy,0.0002979707214748117
today,0.0002979707214748117
developer,0.0002979707214748117
valuation,0.000297715433669435
silicon,0.000297182004406745
software,0.000297182004406745
prime,0.000297182004406745
suffer,0.000297182004406745
break,0.000297182004406745
